Device;topic_prefix;topic_suffix;topic;Certain ?;Address;Writable;Size;Name;FunctionText;type;
Air neuf amphi;emse/fayol/ENT/022/;clean-air/state;emse/fayol/ENT/022/clean-air/state;oui;8/0/39;true;1 Bit;Voyant milieu;Visualisation;bool;
Air neuf amphi;emse/fayol/ENT/022/;toggle;emse/fayol/ENT/022/toggle;oui;4/1/83;true;1 Bit;Contact bas;Bouton-poussoir;bool;
Air neuf amphi;emse/fayol/ENT/022/;toggle;emse/fayol/ENT/022/toggle;oui;4/1/83;true;1 Bit;Contact haut;Bouton-poussoir;bool;
Air neuf réception;emse/fayol/RDC/entrance-hall/;clean-air/state;emse/fayol/RDC/entrance-hall/clean-air/state;oui;8/0/40;true;1 Bit;Voyant milieu;Visualisation;bool;
Air neuf réception;emse/fayol/RDC/entrance-hall/;toggle;emse/fayol/RDC/entrance-hall/toggle;oui;4/1/84;true;1 Bit;Contact bas;Bouton-poussoir;bool;
Air neuf réception;emse/fayol/RDC/entrance-hall/;toggle;emse/fayol/RDC/entrance-hall/toggle;oui;4/1/84;true;1 Bit;Contact haut;Bouton-poussoir;bool;
Alarme DI, intrusion, Libre! x2;;;;;7/0/10;true;1 Bit;E2;Entrée 2;bool;
Alarme DI, intrusion, Libre! x2;;;;;7/0/9;true;1 Bit;E1;Entrée 1;bool;
BP air neuf bibliothèque;emse/fayol/6ET/610/;clean-air/state;emse/fayol/6ET/610/clean-air/state;oui;8/0/47;true;1 Bit;Voyant milieu;Visualisation;bool;
BP air neuf bibliothèque;emse/fayol/6ET/610/;toggle;emse/fayol/6ET/610/toggle;oui;4/1/91;true;1 Bit;Contact bas;Bouton-poussoir;bool;
BP air neuf bibliothèque;emse/fayol/6ET/610/;toggle;emse/fayol/6ET/610/toggle;oui;4/1/91;true;1 Bit;Contact haut;Bouton-poussoir;bool;
BP air neuf foyer;emse/fayol/6ET/620/;clean-air/state;emse/fayol/6ET/620/clean-air/state;oui;8/0/46;true;1 Bit;Voyant milieu;Visualisation;bool;
BP air neuf foyer;emse/fayol/6ET/620/;toggle;emse/fayol/6ET/620/toggle;oui;4/1/90;true;1 Bit;Contact bas;Bouton-poussoir;bool;
BP air neuf foyer;emse/fayol/6ET/620/;toggle;emse/fayol/6ET/620/toggle;oui;4/1/90;true;1 Bit;Contact haut;Bouton-poussoir;bool;
Cde chauffage : 502, 526, 530, libre;emse/fayol/5ET/502/;temperature/heating-rate;emse/fayol/5ET/502/temperature/heating-rate;oui;2/0/152;true;1 Byte;Sortie 1;Taux de chauffe;int;
Cde chauffage : 502, 526, 530, libre;emse/fayol/5ET/526/;temperature/heating-rate;emse/fayol/5ET/526/temperature/heating-rate;oui;2/0/143;true;1 Byte;Sortie 2;Taux de chauffe;int;
Cde chauffage : 502, 526, 530, libre;emse/fayol/5ET/530/;temperature/heating-rate;emse/fayol/5ET/530/temperature/heating-rate;oui;2/0/141;true;1 Byte;Sortie 3;Taux de chauffe;int;
Comptage  CTA amphi., Libre!, CTA réception, Libre!;emse/fayol/ENT/022/;tariff;emse/fayol/ENT/022/tariff;oui;14/0/3;true;1 Bit;Ordres tarifaires;Synchro;bool;
Comptage  CTA amphi., Libre!, CTA réception, Libre!;emse/fayol/ENT/022/;;emse/fayol/ENT/022/;oui;14/0/2;false;1 Byte;E1;Sauvegarde 1;int;
Comptage  CTA amphi., Libre!, CTA réception, Libre!;emse/fayol/ENT/022/;A022/metering-impulse;emse/fayol/ENT/022/A022/metering-impulse;oui;0/0/29;false;1 Bit;E1;Impulsion calibrée;bool;
Comptage  CTA amphi., Libre!, CTA réception, Libre!;emse/fayol/ENT/022/;metering/request;emse/fayol/ENT/022/metering/request;oui;14/0/4;true;1 Bit;Demande d'émission;Demande d'émission;bool;
Comptage  CTA amphi., Libre!, CTA réception, Libre!;emse/fayol/ENT/022/;reception/metering-impulse;emse/fayol/ENT/022/reception/metering-impulse;oui;14/0/1;false;1 Byte;E1;Compteur 1;int;
Comptage AS1;emse/fayol/1ET/;metering-impulse;emse/fayol/1ET/metering-impulse;oui;10/0/1;true;1 Bit;E1;Entrée 1;bool;
Comptage AS2;emse/fayol/2ET/;metering-impulse;emse/fayol/2ET/metering-impulse;oui;10/0/2;true;1 Bit;E1;Entrée 1;bool;
Comptage AS3;emse/fayol/3ET/;metering-impulse;emse/fayol/3ET/metering-impulse;oui;10/0/3;false;1 Bit;E1;Impulsion calibrée;bool;
Comptage AS4;emse/fayol/4ET/;metering-impulse;emse/fayol/4ET/metering-impulse;oui;10/0/4;true;1 Bit;E1;Entrée 1;bool;
Comptage AS5;emse/fayol/5ET/;metering-impulse;emse/fayol/5ET/metering-impulse;oui;10/0/5;true;1 Bit;E1;Entrée 1;bool;
Comptage chauffage AS6, Libre! x3;emse/fayol/6ET/;metering-impulse;emse/fayol/6ET/metering-impulse;oui;10/0/6;true;1 Bit;E1;Entrée 1;bool;
Comptage Clim1 (Gle), Libre!, Clim2 (Grpe CIAT), Libre!;emse/fayol/;;emse/fayol/;;10/0/107;false;1 Byte;E1;Sauvegarde 1;int;
Comptage Clim1 (Gle), Libre!, Clim2 (Grpe CIAT), Libre!;emse/fayol/;;emse/fayol/;;10/0/108;false;1 Byte;E3;Sauvegarde 3;int;
Comptage Clim1 (Gle), Libre!, Clim2 (Grpe CIAT), Libre!;emse/fayol/air-conditioning/;metering-impulse;emse/fayol/air-conditioning/metering-impulse;;10/0/7;false;1 Byte;E1;Compteur 1;int;
Comptage Clim1 (Gle), Libre!, Clim2 (Grpe CIAT), Libre!;emse/fayol/air-conditioning/;metering-impulse;emse/fayol/air-conditioning/metering-impulse;;10/0/8;false;1 Byte;E3;Compteur 3;int;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;error;emse/fayol/5ET/514-1/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;temperature/comfort1;emse/fayol/5ET/514-1/temperature/comfort1;;4/1/134;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;temperature/outside;emse/fayol/5ET/514-1/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;temperature/setpoint;emse/fayol/5ET/514-1/temperature/setpoint;;3/3/80;false;1 Byte;Consigne en cours;Indication état;int;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;temperature/setpoint/select;emse/fayol/5ET/514-1/temperature/setpoint/select;;4/0/90;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. Acc.-secrétariat 1 N5;emse/fayol/5ET/514-1/;window/state;emse/fayol/5ET/514-1/window/state;;3/4/224;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;error;emse/fayol/5ET/514-2/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;temperature/comfort1;emse/fayol/5ET/514-2/temperature/comfort1;;4/1/134;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;temperature/current;emse/fayol/5ET/514-2/temperature/current;;3/0/48;false;2 Bytes;Ambiante;Température ;temp;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;temperature/outside;emse/fayol/5ET/514-2/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;temperature/setpoint;emse/fayol/5ET/514-2/temperature/setpoint;;3/3/81;false;1 Byte;Consigne en cours;Indication état;int;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;temperature/setpoint/select;emse/fayol/5ET/514-2/temperature/setpoint/select;;4/0/90;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. Acc.-secrétariat 2 N5;emse/fayol/5ET/514-2/;window/state;emse/fayol/5ET/514-2/window/state;;3/4/224;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. accueil N4;emse/fayol/4ET/418/;error;emse/fayol/4ET/418/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. accueil N4;emse/fayol/4ET/418/;temperature/comfort1;emse/fayol/4ET/418/temperature/comfort1;oui;4/1/115;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. accueil N4;emse/fayol/4ET/418/;temperature/current;emse/fayol/4ET/418/temperature/current;oui;3/0/26;false;2 Bytes;Ambiante;Température ;temp;
Conv. accueil N4;emse/fayol/4ET/418/;temperature/outside;emse/fayol/4ET/418/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. accueil N4;emse/fayol/4ET/418/;temperature/setpoint;emse/fayol/4ET/418/temperature/setpoint;oui;3/3/58;false;1 Byte;Consigne en cours;Indication état;int;
Conv. accueil N4;emse/fayol/4ET/418/;temperature/setpoint/select;emse/fayol/4ET/418/temperature/setpoint/select;oui;4/0/71;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. accueil N4;emse/fayol/4ET/418/;window/state;emse/fayol/4ET/418/window/state;oui;3/4/202;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. autocom (007);emse/fayol/ENT/007/;error;emse/fayol/ENT/007/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. autocom (007);emse/fayol/ENT/007/;temperature/current;emse/fayol/ENT/007/temperature/current;oui;3/0/4;false;2 Bytes;Ambiante;Température ;temp;
Conv. autocom (007);emse/fayol/ENT/007/;temperature/outside;emse/fayol/ENT/007/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. autocom (007);emse/fayol/ENT/007/;temperature/setpoint;emse/fayol/ENT/007/temperature/setpoint;oui;3/3/36;false;1 Byte;Consigne en cours;Indication état;int;
Conv. autocom (007);emse/fayol/ENT/007/;temperature/setpoint/select;emse/fayol/ENT/007/temperature/setpoint/select;oui;4/0/53;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. autocom (007);emse/fayol/ENT/007/;window/state;emse/fayol/ENT/007/window/state;oui;3/4/180;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 1 N4;emse/fayol/4ET/411/;error;emse/fayol/4ET/411/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 1 N4;emse/fayol/4ET/411/;temperature/comfort1;emse/fayol/4ET/411/temperature/comfort1;oui;4/1/105;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 1 N4;emse/fayol/4ET/411/;temperature/current;emse/fayol/4ET/411/temperature/current;oui;3/0/15;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 1 N4;emse/fayol/4ET/411/;temperature/outside;emse/fayol/4ET/411/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 1 N4;emse/fayol/4ET/411/;temperature/setpoint;emse/fayol/4ET/411/temperature/setpoint;oui;3/3/47;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 1 N4;emse/fayol/4ET/411/;temperature/setpoint/select;emse/fayol/4ET/411/temperature/setpoint/select;oui;4/0/61;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 1 N4;emse/fayol/4ET/411/;window/state;emse/fayol/4ET/411/window/state;oui;3/4/191;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 1 N5;emse/fayol/5ET/511/;error;emse/fayol/5ET/511/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 1 N5;emse/fayol/5ET/511/;temperature/comfort1;emse/fayol/5ET/511/temperature/comfort1;oui;4/1/123;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 1 N5;emse/fayol/5ET/511/;temperature/current;emse/fayol/5ET/511/temperature/current;oui;3/0/34;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 1 N5;emse/fayol/5ET/511/;temperature/outside;emse/fayol/5ET/511/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 1 N5;emse/fayol/5ET/511/;temperature/setpoint;emse/fayol/5ET/511/temperature/setpoint;oui;3/3/66;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 1 N5;emse/fayol/5ET/511/;temperature/setpoint/select;emse/fayol/5ET/511/temperature/setpoint/select;oui;4/0/79;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 1 N5;emse/fayol/5ET/511/;window/state;emse/fayol/5ET/511/window/state;oui;3/4/210;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 12-1 N5;emse/fayol/5ET/532-1/;error;emse/fayol/5ET/532-1/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 12-1 N5;emse/fayol/5ET/532-1/;temperature/comfort1;emse/fayol/5ET/532-1/temperature/comfort1;;4/1/128;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 12-1 N5;emse/fayol/5ET/532-1/;temperature/outside;emse/fayol/5ET/532-1/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 12-1 N5;emse/fayol/5ET/532-1/;temperature/setpoint/select;emse/fayol/5ET/532-1/temperature/setpoint/select;;4/0/84;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 12-1 N5;emse/fayol/5ET/532-1/;window/state;emse/fayol/5ET/532-1/window/state;;3/4/215;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;error;emse/fayol/5ET/532-2/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;temperature/comfort1;emse/fayol/5ET/532-2/temperature/comfort1;;4/1/128;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;temperature/current;emse/fayol/5ET/532-2/temperature/current;;3/0/39;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;temperature/outside;emse/fayol/5ET/532-2/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;temperature/setpoint;emse/fayol/5ET/532-2/temperature/setpoint;;3/3/71;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;temperature/setpoint/select;emse/fayol/5ET/532-2/temperature/setpoint/select;;4/0/84;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 12-2 N5;emse/fayol/5ET/532-2/;window/state;emse/fayol/5ET/532-2/window/state;;3/4/215;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;error;emse/fayol/4ET/429/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/comfort1;emse/fayol/4ET/429/temperature/comfort1;oui;4/1/109;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/current;emse/fayol/4ET/429/temperature/current;oui;3/0/20;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/outside;emse/fayol/4ET/429/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/reduced;emse/fayol/4ET/429/temperature/reduced;oui;4/0/102;true;2 Bytes;T° Réduit;Consigne ;temp;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/setpoint;emse/fayol/4ET/429/temperature/setpoint;oui;3/3/52;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;temperature/setpoint/select;emse/fayol/4ET/429/temperature/setpoint/select;oui;4/0/65;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 13 N4 = 429;emse/fayol/4ET/429/;window/state;emse/fayol/4ET/429/window/state;oui;3/4/196;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 13 N5;emse/fayol/5ET/529/;error;emse/fayol/5ET/529/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 13 N5;emse/fayol/5ET/529/;temperature/comfort1;emse/fayol/5ET/529/temperature/comfort1;oui;4/1/127;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 13 N5;emse/fayol/5ET/529/;temperature/current;emse/fayol/5ET/529/temperature/current;oui;3/0/38;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 13 N5;emse/fayol/5ET/529/;temperature/outside;emse/fayol/5ET/529/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 13 N5;emse/fayol/5ET/529/;temperature/setpoint;emse/fayol/5ET/529/temperature/setpoint;oui;3/3/70;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 13 N5;emse/fayol/5ET/529/;temperature/setpoint/select;emse/fayol/5ET/529/temperature/setpoint/select;oui;4/0/83;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 13 N5;emse/fayol/5ET/529/;window/state;emse/fayol/5ET/529/window/state;oui;3/4/214;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 14 N4;emse/fayol/4ET/425/;error;emse/fayol/4ET/425/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 14 N4;emse/fayol/4ET/425/;temperature/comfort1;emse/fayol/4ET/425/temperature/comfort1;oui;4/1/108;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 14 N4;emse/fayol/4ET/425/;temperature/current;emse/fayol/4ET/425/temperature/current;oui;3/0/19;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 14 N4;emse/fayol/4ET/425/;temperature/outside;emse/fayol/4ET/425/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 14 N4;emse/fayol/4ET/425/;temperature/setpoint;emse/fayol/4ET/425/temperature/setpoint;oui;3/3/51;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 14 N4;emse/fayol/4ET/425/;temperature/setpoint/select;emse/fayol/4ET/425/temperature/setpoint/select;oui;4/0/64;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 14 N4;emse/fayol/4ET/425/;window/state;emse/fayol/4ET/425/window/state;oui;3/4/195;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 14 N5;emse/fayol/5ET/525/;error;emse/fayol/5ET/525/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 14 N5;emse/fayol/5ET/525/;temperature/comfort1;emse/fayol/5ET/525/temperature/comfort1;oui;4/1/126;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 14 N5;emse/fayol/5ET/525/;temperature/current;emse/fayol/5ET/525/temperature/current;oui;3/0/37;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 14 N5;emse/fayol/5ET/525/;temperature/outside;emse/fayol/5ET/525/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 14 N5;emse/fayol/5ET/525/;temperature/setpoint;emse/fayol/5ET/525/temperature/setpoint;oui;3/3/69;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 14 N5;emse/fayol/5ET/525/;temperature/setpoint/select;emse/fayol/5ET/525/temperature/setpoint/select;oui;4/0/82;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 14 N5;emse/fayol/5ET/525/;window/state;emse/fayol/5ET/525/window/state;oui;3/4/213;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 15 N4;emse/fayol/4ET/421/;error;emse/fayol/4ET/421/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 15 N4;emse/fayol/4ET/421/;temperature/comfort1;emse/fayol/4ET/421/temperature/comfort1;oui;4/1/106;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 15 N4;emse/fayol/4ET/421/;temperature/current;emse/fayol/4ET/421/temperature/current;oui;3/0/16;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 15 N4;emse/fayol/4ET/421/;temperature/outside;emse/fayol/4ET/421/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 15 N4;emse/fayol/4ET/421/;temperature/setpoint;emse/fayol/4ET/421/temperature/setpoint;oui;3/3/48;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 15 N4;emse/fayol/4ET/421/;temperature/setpoint/select;emse/fayol/4ET/421/temperature/setpoint/select;oui;4/0/62;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 15 N4;emse/fayol/4ET/421/;window/state;emse/fayol/4ET/421/window/state;oui;3/4/192;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 15 N5;emse/fayol/5ET/523/;error;emse/fayol/5ET/523/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 15 N5;emse/fayol/5ET/523/;temperature/comfort1;emse/fayol/5ET/523/temperature/comfort1;oui;4/1/125;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 15 N5;emse/fayol/5ET/523/;temperature/current;emse/fayol/5ET/523/temperature/current;oui;3/0/36;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 15 N5;emse/fayol/5ET/523/;temperature/outside;emse/fayol/5ET/523/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 15 N5;emse/fayol/5ET/523/;temperature/setpoint;emse/fayol/5ET/523/temperature/setpoint;oui;3/3/68;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 15 N5;emse/fayol/5ET/523/;temperature/setpoint/select;emse/fayol/5ET/523/temperature/setpoint/select;oui;4/0/81;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 15 N5;emse/fayol/5ET/523/;window/state;emse/fayol/5ET/523/window/state;oui;3/4/212;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 16 N5;emse/fayol/5ET/521/;error;emse/fayol/5ET/521/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 16 N5;emse/fayol/5ET/521/;temperature/comfort1;emse/fayol/5ET/521/temperature/comfort1;oui;4/1/124;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 16 N5;emse/fayol/5ET/521/;temperature/current;emse/fayol/5ET/521/temperature/current;oui;3/0/35;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 16 N5;emse/fayol/5ET/521/;temperature/outside;emse/fayol/5ET/521/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 16 N5;emse/fayol/5ET/521/;temperature/setpoint;emse/fayol/5ET/521/temperature/setpoint;oui;3/3/67;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 16 N5;emse/fayol/5ET/521/;temperature/setpoint/select;emse/fayol/5ET/521/temperature/setpoint/select;oui;4/0/80;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 16 N5;emse/fayol/5ET/521/;window/state;emse/fayol/5ET/521/window/state;oui;3/4/211;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 2 N4;emse/fayol/4ET/409/;error;emse/fayol/4ET/409/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 2 N4;emse/fayol/4ET/409/;temperature/comfort1;emse/fayol/4ET/409/temperature/comfort1;oui;4/1/104;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 2 N4;emse/fayol/4ET/409/;temperature/current;emse/fayol/4ET/409/temperature/current;oui;3/0/14;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 2 N4;emse/fayol/4ET/409/;temperature/outside;emse/fayol/4ET/409/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 2 N4;emse/fayol/4ET/409/;temperature/setpoint;emse/fayol/4ET/409/temperature/setpoint;oui;3/3/46;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 2 N4;emse/fayol/4ET/409/;temperature/setpoint/select;emse/fayol/4ET/409/temperature/setpoint/select;oui;4/0/60;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 2 N4;emse/fayol/4ET/409/;window/state;emse/fayol/4ET/409/window/state;oui;3/4/190;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 2 N5;emse/fayol/5ET/507/;error;emse/fayol/5ET/507/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 2 N5;emse/fayol/5ET/507/;temperature/comfort1;emse/fayol/5ET/507/temperature/comfort1;oui;4/1/122;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 2 N5;emse/fayol/5ET/507/;temperature/current;emse/fayol/5ET/507/temperature/current;oui;3/0/33;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 2 N5;emse/fayol/5ET/507/;temperature/outside;emse/fayol/5ET/507/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 2 N5;emse/fayol/5ET/507/;temperature/setpoint;emse/fayol/5ET/507/temperature/setpoint;oui;3/3/65;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 2 N5;emse/fayol/5ET/507/;temperature/setpoint/select;emse/fayol/5ET/507/temperature/setpoint/select;oui;4/0/78;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 2 N5;emse/fayol/5ET/507/;window/state;emse/fayol/5ET/507/window/state;oui;3/4/209;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 3 N4;emse/fayol/4ET/407/;error;emse/fayol/4ET/407/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Conv. bureau 3 N4;emse/fayol/4ET/407/;temperature/comfort1;emse/fayol/4ET/407/temperature/comfort1;oui;4/1/103;true;1 Bit;Confort1;Sélection consigne;bool;
Conv. bureau 3 N4;emse/fayol/4ET/407/;temperature/current;emse/fayol/4ET/407/temperature/current;oui;3/0/13;false;2 Bytes;Ambiante;Température ;temp;
Conv. bureau 3 N4;emse/fayol/4ET/407/;temperature/outside;emse/fayol/4ET/407/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température ;temp;
Conv. bureau 3 N4;emse/fayol/4ET/407/;temperature/setpoint;emse/fayol/4ET/407/temperature/setpoint;oui;3/3/45;false;1 Byte;Consigne en cours;Indication état;int;
Conv. bureau 3 N4;emse/fayol/4ET/407/;temperature/setpoint/select;emse/fayol/4ET/407/temperature/setpoint/select;oui;4/0/59;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Conv. bureau 3 N4;emse/fayol/4ET/407/;window/state;emse/fayol/4ET/407/window/state;oui;3/4/189;true;1 Bit;Contact feuillure;Indication état;bool;
Conv. bureau 3 N5;emse/fayol/5ET/503/;error;emse/fayol/5ET/503/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
