Device;topic_prefix;topic_suffix;topic;Certain ?;Address;Writable;Size;Name;FunctionText;type;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;command;emse/fayol/RDC/entrance-hall/command;oui;1/3/236;false;1 Bit;Sortie;Commande;bool;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;error;emse/fayol/RDC/entrance-hall/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;temperature/current;emse/fayol/RDC/entrance-hall/temperature/current;oui;1/0/4;false;2 Bytes;Ambiante;Température;temp;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;temperature/outside;emse/fayol/RDC/entrance-hall/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;temperature/setpoint;emse/fayol/RDC/entrance-hall/temperature/setpoint;oui;1/3/36;false;1 Byte;Consigne en cours;Indication état;int;
Rég. hall entrée;emse/fayol/RDC/entrance-hall/;temperature/setpoint/select;emse/fayol/RDC/entrance-hall/temperature/setpoint/select;oui;4/0/4;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. hall N3 (supprimé ??);emse/fayol/3ET/waiting-area/;temperature/current;emse/fayol/3ET/waiting-area/temperature/current;oui;2/0/15;false;2 Bytes;Indication d'état;Température ambiante;temp;
Rég. hall N3 (supprimé ??);emse/fayol/3ET/waiting-area/;temperature/outside;emse/fayol/3ET/waiting-area/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Rég. hall N3 (supprimé ??);emse/fayol/3ET/waiting-area/;temperature/setpoint;emse/fayol/3ET/waiting-area/temperature/setpoint;oui;2/3/47;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Rég. hall N3 (supprimé ??);emse/fayol/3ET/waiting-area/;temperature/setpoint/select;emse/fayol/3ET/waiting-area/temperature/setpoint/select;oui;2/1/159;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Rég. hall N3 (supprimé ??);emse/fayol/3ET/waiting-area/;valve-position;emse/fayol/3ET/waiting-area/valve-position;oui;2/3/247;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Rég. infirmerie;emse/fayol/RDC/020/;command;emse/fayol/RDC/020/command;oui;1/3/239;false;1 Bit;Sortie;Commande;bool;
Rég. infirmerie;emse/fayol/RDC/020/;error;emse/fayol/RDC/020/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. infirmerie;emse/fayol/RDC/020/;temperature/comfort1;emse/fayol/RDC/020/temperature/comfort1;oui;4/1/48;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. infirmerie;emse/fayol/RDC/020/;temperature/current;emse/fayol/RDC/020/temperature/current;oui;1/0/7;false;2 Bytes;Ambiante;Température;temp;
Rég. infirmerie;emse/fayol/RDC/020/;temperature/outside;emse/fayol/RDC/020/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. infirmerie;emse/fayol/RDC/020/;temperature/setpoint;emse/fayol/RDC/020/temperature/setpoint;oui;1/3/39;false;1 Byte;Consigne en cours;Indication état;int;
Rég. infirmerie;emse/fayol/RDC/020/;temperature/setpoint/select;emse/fayol/RDC/020/temperature/setpoint/select;oui;4/0/4;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. micro-élec. N4;emse/fayol/4ET/404/;command;emse/fayol/4ET/404/command;oui;1/4/15;false;1 Bit;Sortie;Commande;bool;
Rég. micro-élec. N4;emse/fayol/4ET/404/;error;emse/fayol/4ET/404/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. micro-élec. N4;emse/fayol/4ET/404/;temperature/comfort1;emse/fayol/4ET/404/temperature/comfort1;oui;4/1/69;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. micro-élec. N4;emse/fayol/4ET/404/;temperature/current;emse/fayol/4ET/404/temperature/current;oui;1/0/39;false;2 Bytes;Ambiante;Température;temp;
Rég. micro-élec. N4;emse/fayol/4ET/404/;temperature/outside;emse/fayol/4ET/404/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. micro-élec. N4;emse/fayol/4ET/404/;temperature/setpoint;emse/fayol/4ET/404/temperature/setpoint;oui;1/3/71;false;1 Byte;Consigne en cours;Indication état;int;
Rég. micro-élec. N4;emse/fayol/4ET/404/;temperature/setpoint/select;emse/fayol/4ET/404/temperature/setpoint/select;oui;4/0/25;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier 1 N1;emse/fayol/1ET/100/;command;emse/fayol/1ET/100/command;oui;1/3/255;false;1 Bit;Sortie;Commande;bool;
Rég. palier 1 N1;emse/fayol/1ET/100/;error;emse/fayol/1ET/100/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier 1 N1;emse/fayol/1ET/100/;temperature/current;emse/fayol/1ET/100/temperature/current;oui;1/0/23;false;2 Bytes;Ambiante;Température;temp;
Rég. palier 1 N1;emse/fayol/1ET/100/;temperature/outside;emse/fayol/1ET/100/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier 1 N1;emse/fayol/1ET/100/;temperature/setpoint;emse/fayol/1ET/100/temperature/setpoint;oui;1/3/55;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier 1 N1;emse/fayol/1ET/100/;temperature/setpoint/select;emse/fayol/1ET/100/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier entresol;emse/fayol/ENT/000/;command;emse/fayol/ENT/000/command;oui;1/3/235;false;1 Bit;Sortie;Commande;bool;
Rég. palier entresol;emse/fayol/ENT/000/;error;emse/fayol/ENT/000/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier entresol;emse/fayol/ENT/000/;temperature/current;emse/fayol/ENT/000/temperature/current;oui;1/0/3;false;2 Bytes;Ambiante;Température;temp;
Rég. palier entresol;emse/fayol/ENT/000/;temperature/outside;emse/fayol/ENT/000/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier entresol;emse/fayol/ENT/000/;temperature/setpoint;emse/fayol/ENT/000/temperature/setpoint;oui;1/3/35;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier entresol;emse/fayol/ENT/000/;temperature/setpoint/select;emse/fayol/ENT/000/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier N2;emse/fayol/2ET/200/;command;emse/fayol/2ET/200/command;oui;1/4/14;false;1 Bit;Sortie;Commande;bool;
Rég. palier N2;emse/fayol/2ET/200/;error;emse/fayol/2ET/200/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier N2;emse/fayol/2ET/200/;temperature/current;emse/fayol/2ET/200/temperature/current;oui;1/0/38;false;2 Bytes;Ambiante;Température;temp;
Rég. palier N2;emse/fayol/2ET/200/;temperature/outside;emse/fayol/2ET/200/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier N2;emse/fayol/2ET/200/;temperature/setpoint;emse/fayol/2ET/200/temperature/setpoint;oui;1/3/70;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier N2;emse/fayol/2ET/200/;temperature/setpoint/select;emse/fayol/2ET/200/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;command;emse/fayol/3ET/300/command;oui;1/4/31;false;1 Bit;Sortie;Commande;bool;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;error;emse/fayol/3ET/300/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/comfort1;emse/fayol/3ET/300/temperature/comfort1;oui;1/0/255;true;2 Bytes;T° Confort1;Consigne;temp;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/comfort2;emse/fayol/3ET/300/temperature/comfort2;oui;1/0/255;true;2 Bytes;T° Confort2;Consigne;temp;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/current;emse/fayol/3ET/300/temperature/current;oui;1/0/55;false;2 Bytes;Ambiante;Température;temp;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/outside;emse/fayol/3ET/300/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/setpoint;emse/fayol/3ET/300/temperature/setpoint;oui;1/3/87;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier N3 Attention Rég. V1!!!!;emse/fayol/3ET/300/;temperature/setpoint/select;emse/fayol/3ET/300/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier N4;emse/fayol/4ET/400/;command;emse/fayol/4ET/400/command;oui;1/4/20;false;1 Bit;Sortie;Commande;bool;
Rég. palier N4;emse/fayol/4ET/400/;error;emse/fayol/4ET/400/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier N4;emse/fayol/4ET/400/;temperature/current;emse/fayol/4ET/400/temperature/current;oui;1/0/44;false;2 Bytes;Ambiante;Température;temp;
Rég. palier N4;emse/fayol/4ET/400/;temperature/outside;emse/fayol/4ET/400/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier N4;emse/fayol/4ET/400/;temperature/setpoint;emse/fayol/4ET/400/temperature/setpoint;oui;1/3/76;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier N4;emse/fayol/4ET/400/;temperature/setpoint/select;emse/fayol/4ET/400/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier N5;emse/fayol/5ET/500/;command;emse/fayol/5ET/500/command;oui;1/4/22;false;1 Bit;Sortie;Commande;bool;
Rég. palier N5;emse/fayol/5ET/500/;error;emse/fayol/5ET/500/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier N5;emse/fayol/5ET/500/;temperature/current;emse/fayol/5ET/500/temperature/current;oui;1/0/46;false;2 Bytes;Ambiante;Température;temp;
Rég. palier N5;emse/fayol/5ET/500/;temperature/outside;emse/fayol/5ET/500/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier N5;emse/fayol/5ET/500/;temperature/setpoint;emse/fayol/5ET/500/temperature/setpoint;oui;1/3/78;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier N5;emse/fayol/5ET/500/;temperature/setpoint/select;emse/fayol/5ET/500/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier N6;emse/fayol/6ET/600/;command;emse/fayol/6ET/600/command;oui;1/4/26;false;1 Bit;Sortie;Commande;bool;
Rég. palier N6;emse/fayol/6ET/600/;error;emse/fayol/6ET/600/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier N6;emse/fayol/6ET/600/;temperature/current;emse/fayol/6ET/600/temperature/current;oui;1/0/50;false;2 Bytes;Ambiante;Température;temp;
Rég. palier N6;emse/fayol/6ET/600/;temperature/outside;emse/fayol/6ET/600/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier N6;emse/fayol/6ET/600/;temperature/setpoint;emse/fayol/6ET/600/temperature/setpoint;oui;1/3/82;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier N6;emse/fayol/6ET/600/;temperature/setpoint/select;emse/fayol/6ET/600/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. palier RdC;emse/fayol/RDC/000/;command;emse/fayol/RDC/000/command;oui;1/3/234;false;1 Bit;Sortie;Commande;bool;
Rég. palier RdC;emse/fayol/RDC/000/;error;emse/fayol/RDC/000/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. palier RdC;emse/fayol/RDC/000/;temperature/current;emse/fayol/RDC/000/temperature/current;oui;1/0/2;false;2 Bytes;Ambiante;Température;temp;
Rég. palier RdC;emse/fayol/RDC/000/;temperature/outside;emse/fayol/RDC/000/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. palier RdC;emse/fayol/RDC/000/;temperature/setpoint;emse/fayol/RDC/000/temperature/setpoint;oui;1/3/34;false;1 Byte;Consigne en cours;Indication état;int;
Rég. palier RdC;emse/fayol/RDC/000/;temperature/setpoint/select;emse/fayol/RDC/000/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. photocopies;emse/fayol/RDC/021/;command;emse/fayol/RDC/021/command;oui;1/3/240;false;1 Bit;Sortie;Commande;bool;
Rég. photocopies;emse/fayol/RDC/021/;error;emse/fayol/RDC/021/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. photocopies;emse/fayol/RDC/021/;temperature/comfort1;emse/fayol/RDC/021/temperature/comfort1;oui;4/1/49;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. photocopies;emse/fayol/RDC/021/;temperature/current;emse/fayol/RDC/021/temperature/current;oui;1/0/8;false;2 Bytes;Ambiante;Température;temp;
Rég. photocopies;emse/fayol/RDC/021/;temperature/outside;emse/fayol/RDC/021/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. photocopies;emse/fayol/RDC/021/;temperature/setpoint;emse/fayol/RDC/021/temperature/setpoint;oui;1/3/40;false;1 Byte;Consigne en cours;Indication état;int;
Rég. photocopies;emse/fayol/RDC/021/;temperature/setpoint/select;emse/fayol/RDC/021/temperature/setpoint/select;oui;4/0/5;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. salle 1 N2;emse/fayol/2ET/221/;command;emse/fayol/2ET/221/command;oui;1/4/9;false;1 Bit;Sortie;Commande;bool;
Rég. salle 1 N2;emse/fayol/2ET/221/;error;emse/fayol/2ET/221/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. salle 1 N2;emse/fayol/2ET/221/;temperature/comfort1;emse/fayol/2ET/221/temperature/comfort1;oui;4/1/66;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. salle 1 N2;emse/fayol/2ET/221/;temperature/current;emse/fayol/2ET/221/temperature/current;oui;1/0/33;false;2 Bytes;Ambiante;Température;temp;
Rég. salle 1 N2;emse/fayol/2ET/221/;temperature/outside;emse/fayol/2ET/221/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. salle 1 N2;emse/fayol/2ET/221/;temperature/setpoint;emse/fayol/2ET/221/temperature/setpoint;oui;1/3/65;false;1 Byte;Consigne en cours;Indication état;int;
Rég. salle 1 N2;emse/fayol/2ET/221/;temperature/setpoint/select;emse/fayol/2ET/221/temperature/setpoint/select;oui;4/0/22;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. salle 2 N2;emse/fayol/2ET/223/;command;emse/fayol/2ET/223/command;oui;1/4/8;false;1 Bit;Sortie;Commande;bool;
Rég. salle 2 N2;emse/fayol/2ET/223/;error;emse/fayol/2ET/223/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. salle 2 N2;emse/fayol/2ET/223/;temperature/comfort1;emse/fayol/2ET/223/temperature/comfort1;oui;4/1/65;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. salle 2 N2;emse/fayol/2ET/223/;temperature/current;emse/fayol/2ET/223/temperature/current;oui;1/0/32;false;2 Bytes;Ambiante;Température;temp;
Rég. salle 2 N2;emse/fayol/2ET/223/;temperature/outside;emse/fayol/2ET/223/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. salle 2 N2;emse/fayol/2ET/223/;temperature/setpoint;emse/fayol/2ET/223/temperature/setpoint;oui;1/3/64;false;1 Byte;Consigne en cours;Indication état;int;
Rég. salle 2 N2;emse/fayol/2ET/223/;temperature/setpoint/select;emse/fayol/2ET/223/temperature/setpoint/select;oui;4/0/21;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;command;emse/fayol/2ET/212/command;oui;1/4/11;false;1 Bit;Sortie;Commande;bool;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;error;emse/fayol/2ET/212/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;temperature/comfort1;emse/fayol/2ET/212/temperature/comfort1;oui;4/1/68;true;1 Bit;Confort1;Sélection consigne;bool;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;temperature/current;emse/fayol/2ET/212/temperature/current;oui;1/0/35;false;2 Bytes;Ambiante;Température;temp;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;temperature/outside;emse/fayol/2ET/212/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;temperature/setpoint;emse/fayol/2ET/212/temperature/setpoint;oui;1/3/67;false;1 Byte;Consigne en cours;Indication état;int;
Rég. salle réunion travail N2;emse/fayol/2ET/212/;temperature/setpoint/select;emse/fayol/2ET/212/temperature/setpoint/select;oui;4/0/24;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires;emse/fayol/sanitaires/;button-pressed;emse/fayol/sanitaires/button-pressed;;2/5/151;true;1 Bit;Appui BP;Confirmation/Dérogation;bool;
Rég. sanitaires;emse/fayol/sanitaires/;command;emse/fayol/sanitaires/command;;2/4/7;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires;emse/fayol/sanitaires/;error;emse/fayol/sanitaires/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires;emse/fayol/sanitaires/;temperature/current;emse/fayol/sanitaires/temperature/current;;2/0/31;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires;emse/fayol/sanitaires/;temperature/outside;emse/fayol/sanitaires/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires;emse/fayol/sanitaires/;temperature/setpoint;emse/fayol/sanitaires/temperature/setpoint;;2/3/63;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires;emse/fayol/sanitaires/;temperature/setpoint/select;emse/fayol/sanitaires/temperature/setpoint/select;;4/2/19;true;1 Byte;Programmation annuelle;Sélection consigne;int;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;command;emse/fayol/RDC/023/command;;1/3/241;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;error;emse/fayol/RDC/023/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;temperature/current;emse/fayol/RDC/023/temperature/current;;1/0/9;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;temperature/outside;emse/fayol/RDC/023/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;temperature/setpoint;emse/fayol/RDC/023/temperature/setpoint;;1/3/41;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires droite (homme);emse/fayol/RDC/023/;temperature/setpoint/select;emse/fayol/RDC/023/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;command;emse/fayol/1ET/134/command;;1/3/248;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;error;emse/fayol/1ET/134/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;temperature/current;emse/fayol/1ET/134/temperature/current;;1/0/16;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;temperature/outside;emse/fayol/1ET/134/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;temperature/setpoint;emse/fayol/1ET/134/temperature/setpoint;;1/3/48;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires femmes N1;emse/fayol/1ET/134/;temperature/setpoint/select;emse/fayol/1ET/134/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;command;emse/fayol/RDC/bathroom-women-prm/command;;1/3/242;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;error;emse/fayol/RDC/bathroom-women-prm/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;temperature/current;emse/fayol/RDC/bathroom-women-prm/temperature/current;;1/0/10;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;temperature/outside;emse/fayol/RDC/bathroom-women-prm/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;temperature/setpoint;emse/fayol/RDC/bathroom-women-prm/temperature/setpoint;;1/3/42;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires gauche (femme);emse/fayol/RDC/bathroom-women-prm/;temperature/setpoint/select;emse/fayol/RDC/bathroom-women-prm/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;button-pressed;emse/fayol/3ET/south-bathroom/button-pressed;;2/5/134;true;1 Bit;Appui BP;Confirmation/Dérogation;bool;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;command;emse/fayol/3ET/south-bathroom/command;;2/3/246;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;error;emse/fayol/3ET/south-bathroom/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;temperature/comfort;emse/fayol/3ET/south-bathroom/temperature/comfort;;2/0/214;true;2 Bytes;T° Confort;Consigne;temp;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;temperature/current;emse/fayol/3ET/south-bathroom/temperature/current;;2/0/14;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;temperature/outside;emse/fayol/3ET/south-bathroom/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;temperature/setpoint;emse/fayol/3ET/south-bathroom/temperature/setpoint;;2/3/46;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires hommes - femmes;emse/fayol/3ET/south-bathroom/;temperature/setpoint/select;emse/fayol/3ET/south-bathroom/temperature/setpoint/select;;4/2/2;true;1 Byte;Programmation annuelle;Sélection consigne;int;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;command;emse/fayol/1ET/101H/command;;1/3/254;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;error;emse/fayol/1ET/101H/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;temperature/current;emse/fayol/1ET/101H/temperature/current;;1/0/22;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;temperature/outside;emse/fayol/1ET/101H/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;temperature/setpoint;emse/fayol/1ET/101H/temperature/setpoint;;1/3/54;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires hommes N1;emse/fayol/1ET/101H/;temperature/setpoint/select;emse/fayol/1ET/101H/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;command;emse/fayol/2ET/201H/command;;1/4/12;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;error;emse/fayol/2ET/201H/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;temperature/current;emse/fayol/2ET/201H/temperature/current;;1/0/36;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;temperature/outside;emse/fayol/2ET/201H/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;temperature/setpoint;emse/fayol/2ET/201H/temperature/setpoint;;1/3/68;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires hommes N2;emse/fayol/2ET/201H/;temperature/setpoint/select;emse/fayol/2ET/201H/temperature/setpoint/select;;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;command;emse/fayol/4ET/401H/command;oui;1/4/18;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;error;emse/fayol/4ET/401H/error;oui;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;temperature/current;emse/fayol/4ET/401H/temperature/current;oui;1/0/42;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;temperature/outside;emse/fayol/4ET/401H/temperature/outside;oui;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;temperature/setpoint;emse/fayol/4ET/401H/temperature/setpoint;oui;1/3/74;false;1 Byte;Consigne en cours;Indication état;int;
Rég. sanitaires hommes N4;emse/fayol/4ET/401H/;temperature/setpoint/select;emse/fayol/4ET/401H/temperature/setpoint/select;oui;4/0/2;true;1 Byte;HG/Réd/Conf2/Conf1;Sélection consigne;int;
Rég. sanitaires N5;emse/fayol/5ET/531H/;command;emse/fayol/5ET/531H/command;;1/4/24;false;1 Bit;Sortie;Commande;bool;
Rég. sanitaires N5;emse/fayol/5ET/531H/;error;emse/fayol/5ET/531H/error;;0/0/10;true;1 Byte;Erreur;Erreur;int;
Rég. sanitaires N5;emse/fayol/5ET/531H/;temperature/current;emse/fayol/5ET/531H/temperature/current;;1/0/48;false;2 Bytes;Ambiante;Température;temp;
Rég. sanitaires N5;emse/fayol/5ET/531H/;temperature/outside;emse/fayol/5ET/531H/temperature/outside;;0/0/5;true;2 Bytes;Extérieure;Température;temp;
Rég. sanitaires N5;emse/fayol/5ET/531H/;temperature/setpoint;emse/fayol/5ET/531H/temperature/setpoint;;1/3/80;false;1 Byte;Consigne en cours;Indication état;int;
